rank,rank_label,display_score,username,player_id,last_active
130,XS,0,Azad ♪,30797,1755363600
131,XS,0,speckzao,22724,1753981200
132,XS,0,NRG Benjyfishy,15326,1753290000
133,XS,0,goliath,246,1752710400
134,XS,0,Xero,7445,1750608000
135,XS,0,JSplat,10737,1742428800
136,XS,0,Captain Happy,10291,1755388800
137,XS,0,Gekkou,1172,1749837600
138,XS,0,mechanical katz,29643,1755363600
139,XS,0,GIMME,28526,1754524800
140,XS,0,acer!,16980,1755648000
141,XS,0,sunni,590,1755388800
142,XS,0,BLUEZ,36396,1755129600
143,XS,0,Enamel,15526,1755363600
144,XS,0,Addict,31868,1755388800
145,XS,0,micah,23120,1751500800
146,XS,0,ShockWavee,45,1744243200
147,XS,0,Brendon,31613,1755129600
148,XS,0,KeenSaysGM,209,1755388800
149,XS,0,Arashi,10578,1740592800
150,XS,0,Nilla,22344,1755363600
151,XS,0,IceClear,6351,1755388800
152,XS,0,Erito,11551,1753315200
153,XS,0,Cricket,535,1749081600
154,XS,0,natmi,38154,1752080400
155,XS,0,Kabi,1038,1755363600
156,XS,0,Tini,18838,1755363600
157,XS,0,cap,9001,1754524800
158,XS,0,Lex,206,1753315200
159,XS,0,Zekrom,5368,1754524800
160,XS,0,Hyeon,218,1753376400
161,XS,0,💚🍀,35537,1755129600
162,XS,0,Sota,11105,1755129600
163,XS,0,Exnor,46199,1755363600
164,XS,0,T,2722,1755363600
165,XS,0,adapt,6048,1755363600
166,XS,0,milk,485,1754524800
167,XS,0,Slord.,35118,1751824800
168,XS,0,Goldy,3671,1755129600
169,XS,0,Nice O,335,1753315200
170,XS,0,Jøè,4402,1752710400
171,XS,0,Naives,411,1755363600
172,XS,0,V,35939,1744848000
173,XS,0,おさらぎ,18,1755363600
174,XS,0,bouftrox,32508,1752080400
175,XS,0,Potato,14564,1755388800
176,XS,0,Maxim,80,1752256800
177,XS,0,ingite,109,1753138800
178,XS,0,Typhlo,5337,1746032400
179,XS,0,Asan,25721,1750546800
180,XS,0,Telethia,11484,1742169600
181,XS,0,JJaeigh,22614,1755363600
182,XS,0,goji,31955,1755388800
183,XS,0,swag,11859,1749056400
184,XS,0,splat,24320,1753466400
185,XS,0,Wasabo,15418,1752944400
186,XS,0,hayden,27222,1755212400
187,XS,0,jchz,18535,1743638400
188,XS,0,sabeano,11841,1752364800
189,XS,0,រ៉ាយ៉ាន | Cᵢₑₗ,27732,1747418400
190,XS,0,XRay,1719,1740618000
191,XS,0,IB Woomy,10200,1755363600
192,XS,0,Para,21689,1752192000
193,XS,0,Draco,18802,1742601600
194,XS,0,Tiger,33963,1740790800
195,XS,0,TheLemon27,14163,1749081600
196,XS,0,Laby,6356,1753894800
197,XS,0,berdy,1420,1755388800
198,XS,0,JayMoney28,32300,1744848000
199,XS,0,1Shot?,286,1753315200
200,XS,0,Warlock!,223,1753466400
201,XS,0,goose,6618,1754524800
202,XS,0,Lightestseed,7895,1750870800
203,XS,0,Cuber,204,1740790800
204,XS,0,Tamako,1447,1747612800
205,XS,0,Riku,21396,1753138800
206,XS,0,彡✦✪Bonk✪✦彡,32509,1755363600
207,XS,0,cj!,22956,1754524800
208,XS,0,JBLAST,354,1749837600
209,XS,0,SG»Porky,8,1749837600
210,XS,0,luna,5131,1746835200
211,XS,0,Saku,3161,1755363600
212,XS,0,swish,181,1755363600
213,XS,0,ray,16951,1754524800
214,XS,0,kai,39337,1755363600
215,XS,0,FLINGKING,9345,1748044800
216,XS,0,Ňiightmare,373,1748538000
217,XS,0,Nether,456,1750896000
218,XS,0,LuckyF',3298,1752256800
219,XS,0,kairo,8343,1755363600
220,XS,0,Pika,36,1755363600
221,XS,0,Sky ఌ,2495,1755212400
222,XS,0,Taro,1059,1755363600
223,XS,0,Cakes,3181,1755363600
224,XS,0,Okami,10493,1750010400
225,XS,0,Dragon,28745,1755363600
226,XS,0,nonalune,30611,1753315200
227,XS,0,Fate,1211,1753290000
228,XS,0,5,38139,1752966000
229,XS,0,seb,23820,1753981200
230,XS,0,Mondi♡,14104,1755363600
231,XS,0,Parx,11495,1751734800
232,XS,0,Nicki,11791,1753466400
233,XS,0,prosper,277,1755129600
234,XS-,0,Bouncë,17046,1755212400
235,XS-,0,bee,26792,1750719600
236,XS-,0,Fif Gen,2622,1755129600
237,XS-,0,yokaru,291,1750870800
238,XS-,0,waka,195,1755363600
239,XS-,0,scien,6557,1752944400
240,XS-,0,Tacos!,27672,1755212400
241,XS-,0,fsSnow,10166,1744848000
242,XS-,0,52 Alex!,319,1750870800
243,XS-,0,drago,7324,1742169600
244,XS-,0,yaru,462,1753290000
245,XS-,0,Sully,11414,1751734800
246,XS-,0,Lucyfer,7877,1746637200
247,XS-,0,Aloha,11593,1751475600
248,XS-,0,💤,35121,1753138800
249,XS-,0,Кraкen Mare,7807,1754524800
250,XS-,0,Oeth💫🐬,7101,1752256800
251,XS-,0,Roomba,7040,1751587200
252,XS-,0,Bass,773,1752256800
253,XS-,0,Floral,9852,1755212400
254,XS-,0,Josh,438,1744477200
255,XS-,0,Pinkie Pie Puffle,9279,1753466400
256,XS-,0,Incakola,26366,1753466400
257,XS-,0,Dripzy!,35800,1755129600
258,XS-,0,Esté,165,1745344800
259,XS-,0,violet,71,1752256800
260,XS-,0,Kelpdrew,180,1750464000
261,XS-,0,namie,2661,1755648000
262,XS-,0,toba,5578,1752966000
263,XS-,0,mar,3046,1753315200
264,XS-,0,xandr,6916,1752429600
265,XS-,0,vanessa <3,1401,1750291200
266,XS-,0,Andric,4353,1740790800
267,XS-,0,Kakioka,9693,1753315200
268,XS-,0,josiah,10748,1754524800
269,XS-,0,dragib,10592,1753466400
270,XS-,0,☆TM4ST3R☆,1060,1755129600
271,XS-,0,Ali,15773,1752105600
272,XS-,0,CC,28109,1755363600
273,XS-,0,Pepé,11815,1751734800
274,XS-,0,woke,8883,1752105600
275,XS-,0,Swagger_mc,22544,1753894800
276,XS-,0,Pita,20451,1753138800
277,XS-,0,Cuffie,11344,1744243200
278,XS-,0,Albert.,3059,1753315200
279,XS-,0,like i care,5022,1755363600
280,XS-,0,Koji!,5925,1753894800
281,XS-,0,Fury,96,1743872400
282,XS-,0,gugusdu45,32155,1751047200
283,XS-,0,rupert2012@hotmail.com,7735,1746291600
284,XS-,0,chendyyy,700,1748538000
285,XS-,0,Femmy,26371,1755363600
286,XS-,0,Boopy,275,1753138800
287,XS-,0,-Sam,16368,1755363600
288,XS-,0,;reyes,9535,1751047200
289,XS-,0,twumie<3,32466,1740873600
290,XS-,0,Ripping,314,1755363600
291,XS-,0,Zack,358,1753466400
292,XS-,0,woh woh yehyehyehhhhhhh,183,1753466400
293,XS-,0,Dreamland,11486,1754524800
294,XS-,0,Vapor,7216,1750010400
295,XS-,0,bungee,28485,1753138800
296,XS-,0,KAKAROT,4303,1749837600
297,XS-,0,mert.,5718,1753894800
298,XS-,0,Rezi,35812,1751500800
299,XS-,0,Candy,1366,1755129600
300,XS-,0,Adil,11627,1755363600
301,XS-,0,DDee,28791,1750870800
302,XS-,0,Hiyah,267,1750266000
303,XS-,0,Pork Smork,5001,1750010400
304,XS-,0,tormi.,18404,1753315200
305,XS-,0,𐕣,28260,1748822400
306,XS-,0,Bubbles!,13614,1754524800
307,XS-,0,Koma,1349,1750636800
308,XS-,0,Draco200,9654,1753894800
309,XS-,0,Chase247,6316,1747353600
310,XS-,0,Zeke,12351,1755388800
311,XS-,0,km,9634,1740790800
312,XS-,0,ぼるてっくす/vortex,31358,1752336000
313,XS-,0,z(・・;),12706,1755129600
314,XS-,0,maretu,31268,1755129600
315,XS-,0,49er,18161,1754524800
316,XS-,0,Crim,1117,1753138800
317,XS-,0,s...,7064,1753981200
318,XS-,0,Acing,9342,1755129600
319,XS-,0,Loxlok,29114,1749859200
320,XS-,0,Jonjon,8045,1751302800
321,XS-,0,rem,4738,1753290000
322,XS-,0,Andric,66,1752685200
323,XS-,0,Nameka,27299,1755363600
324,XS-,0,Aymen,222,1745254800
325,XS-,0,#blessup,5145,1752685200
326,XS-,0,Mirage,44378,1755648000
327,XS-,0,Devil~,29321,1753981200
328,XS-,0,Foxx,10374,1747353600
329,XS-,0,ParaChu,929,1752944400
330,XS-,0,kuro,33632,1754438400
331,XS-,0,whoomf,47,1753315200
332,XS-,0,ReiZ,16006,1741464000
333,XS-,0,Arc,33679,1752080400
334,XS-,0,hp,1843,1752192000
335,XS-,0,junkie,5203,1753315200
336,XS-,0,Nof24,2199,1754438400
337,XS-,0,lost ♡,269,1752080400
338,XS-,0,Zυnnσx,10052,1755363600
339,XS-,0,t Berenika,6160,1744218000
340,XS-,0,F,7533,1752256800
341,XS-,0,Samidge,7,1755363600
342,XS-,0,Fox!,32664,1754524800
343,XS-,0,Kenshin,333,1755648000
344,XS-,0,Apisto,35282,1755388800
345,XS-,0,Gaby 🌻,8899,1744999200
346,XS-,0,™Peli,28441,1755363600
347,XS-,0,Proto,23746,1755363600
348,XS-,0,DeeZy,27917,1755363600
349,XS-,0,floopz,7905,1743872400
350,XS-,0,PxG Chiaki,10192,1755363600
351,XS-,0,Frook,20616,1755363600
352,XS-,0,piiiro,28822,1753981200
353,XS-,0,Blob,19980,1755129600
354,XS-,0,7fox,11506,1754524800
355,XS-,0,Luna,8157,1751500800
356,XS-,0,Kryptic,46703,1749600000
357,XS-,0,Tikke,12976,1753466400
358,XS-,0,Martinolo,325,1753894800
359,XS-,0,erik361,7608,1746637200
360,XS-,0,luis,444,1753466400
361,XS-,0,Sally,11566,1750010400
362,XS-,0,Wine Mom🍷,39117,1748044800
363,XS-,0,Axiom,441,1755388800
364,XS-,0,Scribys,3657,1755388800
365,XS-,0,mel0mania,20731,1755648000
366,XS-,0,GoldA,12526,1753981200
367,XS-,0,Mario-v,372,1752364800
368,XS-,0,fisney 🫐,8893,1752192000
369,XS-,0,NomNom,2210,1755363600
370,XS-,0,Exoshy,9134,1748538000
371,XS-,0,Hermit,7411,1754524800
372,XS-,0,Pancake,34511,1754524800
373,XS-,0,Nathendo21,10047,1753894800
374,XS-,0,Sabrina Carpenter,41024,1755388800
375,XS-,0,Andric,33116,1747094400
376,XS-,0,Daybreak,4304,1753315200
377,XS-,0,gray,7795,1753466400
378,XS-,0,Kerni,6059,1753981200
379,XS-,0,Epuc_,26983,1754438400
380,XS-,0,berryy,162,1755648000
381,XS-,0,Glash,191,1752861600
382,XS-,0,Rose,18039,1751500800
383,XS-,0,Lidl,95,1753466400
384,XS-,0,Kyurea,459,1750266000
385,XS-,0,osa,2300,1750032000
386,XS-,0,Oreo,3522,1755363600
387,XS-,0,Rocky /X/,4349,1740873600
388,XS-,0,Hikaru,32260,1748628000
389,XS-,0,Shining ☯,3127,1743789600
390,XS-,0,Kito,9236,1753315200
391,XS-,0,moon,42704,1754438400
392,XS-,0,Jorjay,30176,1743811200
393,XS-,0,Soren,63,1743289200
394,XS-,0,MXTT,1044,1753315200
395,XS-,0,ilias',15880,1752429600
396,XS-,0,Jιky,21979,1755363600
397,XS-,0,Yοshι,29463,1750010400
398,XS-,0,Daki,26392,1753894800
399,XS-,0,Tyflo,22706,1748822400
400,XS-,0,BraveWT,30866,1755388800
401,XS-,0,Azurai,343,1750870800
402,XS-,0,Mia,5806,1755212400
403,XS-,0,Typos,11951,1755212400
404,XS-,0,Yoshis,11151,1753894800
405,XS-,0,〆* splats,32817,1742428800
406,XS-,0,SBPC,2265,1750896000
407,XS-,0,Comma,35571,1755363600
408,XS-,0,αrm,2153,1755648000
409,XS-,0,des1re_angel,460,1753466400
410,XS-,0,winner pov,2201,1755363600
411,XS-,0,okinawa,14657,1751475600
412,XS-,0,96Magi,168,1755363600
413,XS-,0,Datzu,25117,1747612800
414,XS-,0,Bomm,22746,1753466400
415,XS-,0,Nerdy♪Adam,33954,1752685200
416,XS-,0,Aster,20600,1747353600
417,XS-,0,ying,7919,1755363600
418,XS-,0,Granny,29322,1752105600
419,XS-,0,Glizzee 囧,27532,1753228800
420,XS-,0,JollyBird,4770,1742428800
421,XS-,0,endor,3753,1750608000
422,XS-,0,Vizzy,6875,1754524800
423,XS-,0,tame,26665,1755388800
424,XS-,0,Julian,7094,1752685200
425,XS-,0,Vapor!,5528,1751929200
426,XS-,0,Yushi4Ever,3930,1753981200
427,XS-,0,Ali,27668,1753466400
428,XS-,0,westy,23412,1752944400
429,XS-,0,Phoria,10100,1754524800
430,XS-,0,Aizen,685,1741464000
431,XS-,0,rice awrf,25622,1755388800
432,XS-,0,Riley,46510,1753315200
433,XS-,0,Sakeo,342,1743789600
434,XS-,0,Cool,4026,1752364800
435,XS-,0,Browni,12717,1743012000
436,XS-,0,rexyyyyy,14605,1755129600
437,XS-,0,NicoChico,232,1751756400
438,XS-,0,Bronze,434,1755129600
439,XS-,0,Navy,10400,1755212400
440,XS-,0,Jayツ,30575,1754524800
441,XS-,0,Girlboss,5668,1748797200
442,XS-,0,yaga .,8715,1752685200
443,XS-,0,Akira,1371,1753894800
444,XS-,0,Tofuu,40159,1754438400
445,XS-,0,enzeru,1423,1755363600
446,XS-,0,✧ Baja ✧,20774,1755388800
447,XS-,0,MyGuyRDB,6105,1742428800
448,XS-,0,KosMos,7356,1741824000
449,XS-,0,Sorella,10514,1753376400
450,XS-,0,nokiaphone,94,1754524800
451,XS-,0,NERD,10150,1752944400
452,XS-,0,Ema,26072,1744999200
453,XS-,0,layrin,11148,1752080400
454,XS-,0,skyLex,1395,1750266000
455,XS-,0,Prince du Bénin,5885,1750870800
456,XS-,0,Chronos,20892,1755363600
457,XS-,0,Venoct,19981,1755129600
458,XS-,0,Kenma,21106,1751734800
459,XS-,0,Egoist (Pose),1441,1746208800
460,XS-,0,Nezzy,2568,1751500800
461,XS-,0,Xjemomo,4680,1753290000
462,XS-,0,OneHalf,21419,1748905200
463,XS-,0,Lia,310,1755363600
464,XS-,0,Charis,36527,1752278400
465,XS-,0,Utopia,42409,1755388800
466,XS-,0,Che,25929,1753056000
467,XS-,0,Minty!,31259,1755388800
468,XS-,0,Sylveon,9163,1755388800
469,XS-,0,smmuiii,3060,1754524800
470,XS-,0,Emoboy72,194,1755129600
471,XS-,0,Sal,7007,1755363600
472,XS-,0,eli,8139,1755363600
473,XS-,0,AfroKing,30220,1755363600
474,XS-,0,rho,32579,1755363600
475,XS-,0,X0nI,116,1750870800
476,XS-,0,brock,18408,1748127600
477,XS-,0,BobbleZoe,36369,1745452800
478,XS-,0,Not Xman,27413,1755129600
479,XS-,0,Spritzu,34414,1754524800
480,XS-,0,oiler,7214,1754524800
481,XS-,0,Archer,233,1754524800
482,XS-,0,Splatos,6935,1753894800
483,XS-,0,Shallow,8397,1755212400
484,XS-,0,irrlus,25464,1750204800
485,XS-,0,neosie,14484,1755129600
486,XS-,0,Bluee,30898,1755363600
487,XS-,0,Bridg3tt,2381,1755363600
488,XS-,0,Max😼,37429,1752685200
489,XS-,0,Allegro,35702,1755648000
490,XS-,0,Kypy,26752,1743375600
491,XS-,0,mooj,7440,1755363600
492,XS-,0,Rainbox,5858,1753466400
493,XS-,0,jade_onWindeX,2002,1747440000
494,XS-,0,Vividdy,25132,1755388800
495,XS-,0,miaa,30596,1755129600
496,XS-,0,Slasher,27578,1755363600
497,XS-,0,gameing,42703,1755129600
498,XS-,0,GooWapa,27788,1753315200
499,XS-,0,leaf,46637,1755129600
500,XS-,0,vıJamil,2171,1744477200
